,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123
51000,1,2,2,2,2,3,4,2,4,3,2,3,2,2,3,2
51001,1,2,1,1,3,4,3,3,4,3,1,3,2,2,3,2
51002,1,1,2,2,3,2,1,1,2,2,2,1,2,1,2,2
51003,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51004,2,3,3,2,3,4,3,2,3,3,3,3,3,4,3,3
51005,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4
51006,1,1,1,2,1,1,1,1,1,2,1,3,1,4,3,1
51007,2,2,3,1,2,3,3,3,3,3,4,2,3,4,2,3
51008,1,3,3,2,2,4,3,3,4,4,4,3,4,4,3,2
51009,2,3,3,3,2,4,3,3,4,4,4,3,4,4,3,3
51010,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3
51011,3,3,2,2,3,3,4,4,4,3,3,3,4,3,3,3
51012,1,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2
51013,1,3,3,2,3,3,3,3,3,3,3,2,3,2,3,2
51014,1,2,1,1,2,4,3,3,3,3,3,3,2,3,3,3
51015,1,1,2,2,2,4,2,2,3,3,3,2,3,3,2,3
51016,1,2,3,3,2,3,2,2,3,2,2,2,2,2,2,3
51017,3,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2
51018,1,1,2,2,2,3,2,2,2,2,2,1,2,1,2,3
51019,1,1,2,2,1,2,1,1,2,1,1,1,2,1,1,3
51020,2,1,3,2,1,2,1,1,3,1,2,1,1,1,1,2
51021,1,2,3,2,2,3,1,2,2,1,1,1,2,2,3,3
51022,1,3,1,1,2,1,1,2,2,2,1,1,3,2,2,1
51023,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1
51024,1,3,2,2,2,4,3,3,3,3,3,3,3,2,3,2
51025,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2
51026,1,2,2,2,2,2,3,2,3,3,2,2,3,2,2,2
51027,1,2,2,2,2,3,3,3,2,3,2,2,2,2,2,2
51028,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
51029,2,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3
51030,1,2,2,2,2,2,2,2,3,3,2,3,2,3,2,2
51031,1,2,2,2,3,3,2,3,3,2,2,2,3,2,2,2
51032,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51033,1,2,2,2,2,2,2,3,2,3,2,2,3,2,3,2
51034,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51035,1,2,2,2,2,2,3,2,3,1,1,2,2,1,3,2
51036,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
51037,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
51038,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2
51039,1,3,2,2,1,3,1,2,2,2,2,2,2,2,3,2
51040,1,2,2,2,2,2,3,3,2,2,2,3,2,3,2,2
51041,2,3,2,3,2,3,2,2,3,2,3,2,1,2,3,3
51042,1,2,3,3,3,2,3,2,3,3,3,3,2,2,3,3
51043,2,3,2,3,2,3,2,2,2,2,3,2,3,3,3,2
51044,2,3,3,2,2,2,2,2,3,2,2,2,2,3,3,3
51045,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1
51046,2,2,3,3,2,3,4,2,3,2,2,2,2,3,2,2
51047,2,3,2,3,2,3,2,2,3,2,3,2,2,3,2,3
51048,2,3,3,3,3,3,3,2,2,3,2,2,2,2,3,4
51049,2,3,3,2,3,3,2,2,3,2,2,2,1,1,2,2
51050,2,3,3,2,3,2,3,2,2,3,2,2,1,1,3,3
51051,1,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2
51052,2,2,3,3,2,3,2,2,4,2,3,2,2,2,2,3
51053,1,2,1,2,3,2,2,2,3,2,2,2,3,2,2,3
51054,1,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2
51055,1,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2
51056,2,3,3,2,2,3,2,3,3,3,2,2,2,2,3,2
51057,1,3,2,1,3,2,2,2,3,4,3,2,3,3,2,3
51058,2,3,2,2,2,3,3,3,2,2,3,3,3,3,2,1
51059,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
51060,1,2,2,2,2,3,1,3,2,1,1,2,2,2,1,2
51061,2,3,2,2,3,3,1,3,3,2,2,2,2,2,1,2
51062,2,3,2,2,3,3,1,2,3,1,2,2,3,3,2,2
51063,2,2,2,2,2,3,2,2,3,1,2,2,2,2,2,2
51064,2,2,2,2,2,2,3,1,2,3,1,2,2,3,1,2
51065,1,2,2,2,2,3,1,2,3,2,2,2,2,2,1,2
51066,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51067,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51068,2,2,2,1,3,3,1,2,3,1,2,2,2,2,1,2
51069,1,4,3,3,2,4,2,1,4,2,1,4,3,3,1,3
51070,2,3,2,2,3,3,2,3,3,2,2,2,2,2,2,2
51071,3,3,2,2,2,3,2,2,3,2,3,2,2,2,2,2
51072,2,3,2,2,2,3,1,2,2,1,2,2,2,1,2,2
51073,2,2,2,1,2,2,1,2,3,1,2,3,2,2,2,3
51074,2,2,2,2,3,3,1,2,3,1,2,2,2,1,2,2
51075,2,3,3,2,3,2,2,3,1,2,2,2,2,2,1,1
51076,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2
51077,2,3,2,2,2,2,2,3,3,1,2,2,2,1,2,2
51078,2,3,3,3,3,3,2,2,3,2,2,2,2,3,4,4
51079,2,3,3,2,2,2,3,2,2,2,2,2,2,2,3,3
51080,2,3,3,2,2,2,2,3,3,3,2,2,2,2,3,2
51081,2,3,2,3,2,3,2,2,3,2,3,2,1,2,3,3
51082,1,2,3,3,3,2,3,2,3,3,3,3,2,2,3,3
51083,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
51084,2,3,3,3,2,3,3,2,3,2,3,2,2,2,2,3
51085,2,3,3,4,3,3,3,2,3,2,2,2,2,3,3,3
51086,2,2,3,3,3,2,3,2,3,2,3,2,1,1,3,3
51087,2,3,3,2,2,2,2,3,3,3,2,2,2,2,3,3
51088,2,3,2,3,2,3,2,3,2,3,2,2,1,3,3,2
51089,2,3,2,2,3,2,2,2,3,2,3,3,3,2,2,2
51090,2,3,3,3,2,3,3,2,3,2,3,2,2,2,2,3
51091,2,3,4,3,3,3,3,2,3,2,2,2,3,3,3,3
51092,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51093,2,3,3,2,3,3,3,2,2,2,2,1,1,1,3,3
51094,3,2,3,2,2,2,2,2,3,2,2,1,1,1,3,3
51095,2,3,3,2,2,2,2,2,3,2,2,2,2,2,3,3
51096,2,3,3,3,3,2,2,3,2,2,2,1,1,2,2,2
51097,2,3,3,3,3,3,2,3,3,3,2,2,2,2,3,2
51098,1,3,3,2,4,4,3,3,4,3,3,3,2,2,3,2
51099,2,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2
51100,2,3,2,2,3,3,2,3,3,3,2,2,2,3,3,2
51101,1,2,3,2,2,2,2,3,3,3,2,2,2,2,3,2
51102,1,3,3,3,3,3,3,2,2,3,2,3,2,2,2,2
51103,2,3,3,2,3,3,3,4,4,4,2,3,2,2,3,2
51104,1,3,2,2,3,3,3,4,4,4,3,2,2,3,3,2
51105,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2
51106,1,2,2,2,3,2,4,2,2,3,3,4,2,2,3,2
51107,1,2,2,2,2,3,1,3,2,2,3,3,3,2,3,3
51108,2,3,4,2,3,2,2,2,3,2,2,2,1,2,3,4
51109,1,1,2,2,2,4,2,4,4,3,2,2,2,2,2,2
51110,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4
51111,2,3,2,2,3,3,2,1,2,2,3,2,2,3,2,2
51112,1,3,2,2,2,1,2,2,3,2,3,3,3,2,3,2
51113,1,3,2,2,2,1,2,2,3,2,3,3,3,2,3,2
51114,1,3,2,2,2,1,2,2,3,2,3,3,3,2,3,2
51115,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51116,1,4,2,4,2,4,4,4,4,4,3,4,2,4,4,2
51117,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51118,1,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3
51119,2,1,2,2,3,2,2,1,2,2,2,1,2,2,2,3
51120,2,3,2,2,2,1,1,2,3,2,2,2,2,3,2,1
51121,1,3,2,3,2,2,4,3,2,3,2,3,2,2,3,2
51122,1,2,3,1,3,3,3,3,3,3,3,2,2,2,2,2
51123,1,3,2,1,3,3,3,2,3,2,2,2,2,3,3,3
51124,1,3,2,2,3,4,3,3,3,3,3,2,2,1,2,3
51125,1,3,2,1,2,3,3,3,3,2,2,1,2,1,2,3
51126,1,3,2,4,3,2,3,3,2,3,3,2,3,3,2,1
51127,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51128,1,2,3,1,2,2,2,3,2,3,3,1,2,3,2,2
51129,1,2,2,2,3,2,2,3,2,3,2,2,3,3,2,3
51130,1,2,2,3,2,2,3,2,2,3,2,3,3,2,2,3
51131,1,1,2,2,1,2,2,2,3,1,2,2,3,1,2,2
51132,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51133,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51134,1,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2
51135,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51136,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51137,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51138,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51139,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51140,1,3,2,1,3,2,2,3,3,3,3,2,1,1,2,3
51141,1,3,3,2,2,3,2,3,3,3,3,3,2,3,1,3
51142,1,3,2,1,3,3,1,3,3,3,3,2,3,1,3,3
51143,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
51144,1,2,1,1,2,3,2,3,3,3,3,3,3,2,3,2
51145,1,1,2,2,3,4,4,3,3,3,3,3,3,3,3,3
51146,1,2,2,3,3,2,2,1,3,2,2,2,1,2,2,2
51147,1,2,2,2,3,2,1,2,2,2,3,2,2,3,2,2
51148,1,1,2,2,3,4,4,3,3,3,4,3,3,2,2,3
51149,1,3,2,1,2,3,3,3,3,3,3,2,2,1,2,2
51150,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51151,1,2,4,3,3,2,3,4,3,2,3,4,2,3,2,3
51152,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51153,1,2,2,2,3,4,3,3,3,3,2,3,3,2,2,2
51154,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51155,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51156,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2
51157,1,3,2,3,2,3,2,2,3,4,3,2,3,3,4,3
51158,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51159,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
51160,1,2,3,2,3,3,2,3,4,2,3,2,3,2,1,1
51161,1,3,2,3,2,3,3,2,3,4,2,3,3,2,3,2
51162,1,3,3,2,3,3,3,3,3,3,3,3,2,4,3,3
51163,1,2,1,1,3,3,3,3,3,3,2,3,1,3,3,3
51164,1,2,2,1,2,3,3,3,3,3,3,3,2,3,1,2
51165,2,2,2,2,2,2,2,2,3,3,3,2,2,1,2,3
51166,1,3,2,1,3,3,2,3,3,3,3,1,3,3,3,3
51167,1,2,2,1,2,3,3,3,3,3,2,3,1,3,3,3
51168,1,3,2,1,3,3,3,3,3,3,3,1,3,1,3,3
51169,1,2,3,3,3,2,2,3,1,2,2,2,3,2,2,1
51170,1,2,3,3,1,2,2,2,1,2,2,3,1,2,2,2
51171,2,1,2,2,3,2,3,3,2,2,2,1,2,3,2,2
51172,2,1,2,2,3,3,2,3,3,1,2,2,2,3,2,2
51173,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51174,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51175,1,3,2,2,3,3,2,3,3,3,2,2,2,2,3,2
51176,1,2,2,3,2,2,2,1,2,2,3,2,2,2,2,2
51177,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
51178,1,2,3,3,2,2,1,2,3,2,3,2,2,1,2,3
51179,1,2,2,2,2,1,2,2,3,2,3,3,3,2,3,2
51180,1,3,2,2,2,1,2,2,3,2,3,3,3,2,3,2
51181,1,3,2,2,2,1,2,2,3,2,3,3,3,2,3,2
51182,1,3,2,2,2,1,2,2,3,2,3,3,3,2,3,2
51183,1,3,2,1,2,3,3,3,3,3,3,2,3,1,2,3
51184,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4
51185,1,2,3,2,1,2,3,2,1,2,3,2,3,2,2,1
51186,1,2,3,2,1,3,2,3,2,1,1,2,3,2,1,3
51187,1,3,3,4,2,2,1,3,2,4,4,2,1,2,2,3
51188,1,1,2,3,1,3,4,4,4,3,3,2,2,2,2,3
51189,3,2,3,4,2,4,4,4,4,4,4,4,4,4,4,4
51190,1,3,3,2,3,4,2,4,4,3,3,2,2,1,3,1
51191,2,3,1,4,3,2,1,2,3,1,2,3,2,1,3,2
51192,1,2,3,2,1,1,2,3,2,1,3,4,3,2,1,1
51193,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51194,2,2,2,2,3,4,3,3,2,3,3,3,1,2,3,4
51195,2,4,3,3,3,4,2,3,2,3,3,4,2,3,4,4
51196,1,3,2,2,3,4,1,3,3,3,2,1,2,1,3,4
51197,1,2,3,2,1,3,2,3,2,1,2,3,2,1,3,4
51198,1,2,4,4,4,4,4,4,4,4,4,4,4,3,3,2
51199,2,1,3,3,3,4,4,4,4,4,4,2,3,3,3,3
51200,3,1,3,2,3,4,4,4,4,2,3,1,2,1,4,1
51201,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51202,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51203,1,1,3,3,1,4,1,1,4,1,3,2,4,1,4,4
51204,1,2,2,3,1,4,3,3,4,2,3,1,4,2,3,4
51205,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3
51206,1,2,2,2,2,4,4,4,4,3,3,2,2,2,3,3
51207,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
51208,2,2,3,3,3,3,3,3,2,2,2,2,2,3,2,2
51209,1,3,2,1,4,4,4,4,4,4,4,1,1,1,3,2
51210,2,3,3,4,4,4,4,4,4,4,4,1,2,2,4,4
51211,1,4,4,2,4,3,3,4,2,3,3,2,2,4,4,3
51212,2,4,3,3,4,4,3,4,4,3,4,1,2,3,3,3
51213,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
51214,1,3,3,2,3,4,2,3,3,3,2,3,2,3,2,3
51215,2,3,2,1,3,3,4,4,4,3,3,2,3,4,4,4
51216,2,2,3,3,1,4,3,3,4,3,2,2,3,2,4,4
51217,1,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3
51218,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
51219,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3
51220,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3
51221,2,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2
51222,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3
51223,2,2,3,1,2,2,2,3,1,2,3,2,1,1,3,4
51224,1,2,2,1,3,4,1,3,3,3,3,1,2,2,3,1
51225,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51226,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3
51227,1,1,1,2,1,1,2,1,3,2,1,3,3,2,3,4
51228,1,1,2,1,2,2,1,1,3,2,2,2,4,3,3,3
51229,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51230,1,2,1,1,1,3,2,3,3,4,4,3,3,3,4,3
51231,1,1,1,2,2,1,2,1,2,2,2,3,4,2,2,2
51232,1,1,1,2,2,2,1,1,1,1,3,2,3,4,3,2
51233,1,1,2,2,1,2,1,1,2,2,3,2,4,3,3,3
51234,1,3,2,3,3,4,3,3,2,3,3,4,3,3,3,4
51235,2,3,3,3,3,4,2,3,1,2,3,3,4,3,3,4
51236,2,2,2,2,3,3,4,4,4,3,3,4,3,4,3,3
51237,1,1,2,3,2,1,2,2,4,3,2,3,2,3,1,3
51238,1,4,3,4,3,4,3,4,4,3,3,4,4,3,3,3
51239,1,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3
51240,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51241,2,1,3,2,1,4,2,2,4,3,2,3,2,1,3,2
51242,2,1,2,3,1,3,3,2,3,2,3,3,2,2,3,2
51243,1,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3
51244,1,3,2,2,2,4,3,3,3,3,3,2,3,3,2,3
51245,2,1,3,2,1,4,3,2,4,2,2,2,3,3,3,3
51246,1,2,2,3,1,4,3,2,2,2,4,3,3,3,3,3
51247,1,2,2,3,2,4,3,2,3,2,3,3,3,1,3,2
51248,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51249,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51250,1,1,4,4,1,4,1,1,4,1,4,4,4,4,4,4
51251,2,1,3,4,4,4,4,3,3,3,3,3,4,4,4,4
51252,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4
51253,1,2,2,1,1,3,3,2,3,3,2,2,2,1,4,3
51254,2,1,3,4,1,3,4,3,3,3,4,4,3,2,3,3
51255,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3
51256,1,1,3,3,1,4,3,3,4,3,4,2,4,2,4,4
51257,2,2,2,3,1,4,2,3,4,3,3,2,2,2,3,3
51258,1,3,3,1,3,4,4,4,3,4,3,3,3,3,3,3
51259,2,3,1,1,3,3,3,3,3,3,3,1,3,1,3,3
51260,2,3,2,1,3,2,2,2,2,2,2,3,3,2,3,3
51261,1,3,2,1,3,3,3,2,2,3,3,2,2,2,3,3
51262,2,3,2,2,4,3,3,4,3,4,3,3,3,3,3,4
51263,2,2,3,2,3,3,2,2,2,2,3,2,3,3,2,2
51264,1,3,2,1,2,3,2,1,3,2,2,2,2,3,2,2
51265,2,2,3,1,3,2,2,2,2,2,2,1,2,2,2,2
51266,1,3,3,2,1,3,2,3,3,3,2,3,2,1,3,2
51267,1,3,3,1,4,3,3,3,3,3,3,3,3,2,3,3
51268,1,1,1,2,3,1,1,1,3,2,1,2,4,3,3,4
51269,2,1,1,3,3,2,1,1,4,3,2,3,2,3,4,4
51270,1,1,2,3,2,1,1,3,2,2,1,4,3,3,4,3
51271,2,1,3,3,2,1,1,1,3,2,3,4,4,3,3,4
51272,1,1,1,3,2,1,1,1,3,2,2,2,4,4,3,3
51273,1,1,1,2,1,2,1,1,3,2,2,3,2,3,4,3
51274,1,1,2,2,1,1,1,1,3,3,2,3,2,2,3,3
51275,2,1,1,3,2,1,2,1,3,2,1,1,3,4,3,4
51276,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51277,2,3,2,2,4,3,3,4,3,2,1,3,2,3,3,3
51278,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51279,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3
51280,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2
51281,2,3,2,2,2,3,3,3,3,2,2,2,2,2,2,2
51282,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51283,1,3,2,2,2,4,2,2,3,2,2,1,1,1,1,1
51284,1,2,3,2,1,4,2,2,2,2,2,2,2,1,2,1
51285,1,2,2,3,3,4,3,3,3,3,3,2,1,2,2,1
51286,2,1,1,2,2,4,3,3,4,3,2,2,2,1,2,2
51287,1,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2
51288,1,1,2,2,2,3,3,2,2,2,2,2,2,2,3,3
51289,1,2,1,1,2,3,1,3,4,3,3,3,2,2,3,3
51290,1,1,2,2,2,4,2,2,3,1,2,3,1,2,3,2
51291,1,2,3,3,2,4,2,2,3,2,2,3,2,2,2,2
51292,1,2,2,2,2,3,2,3,4,4,2,2,2,2,3,3
51293,2,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4
51294,1,1,1,1,3,3,3,1,4,1,1,2,1,1,2,2
51295,2,3,2,2,2,3,3,3,3,3,2,2,2,3,3,3
51296,1,2,2,2,2,4,1,2,2,2,2,1,1,1,1,2
51297,2,3,3,2,3,3,3,3,3,3,2,2,2,2,3,2
51298,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51299,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3
51300,1,3,3,3,2,3,3,2,2,2,1,2,1,1,2,1
51301,1,2,3,3,2,4,3,3,3,3,2,1,1,2,1,2
51302,1,1,3,3,2,3,2,4,4,4,3,2,2,2,2,2
51303,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51304,2,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3
51305,2,3,3,3,3,3,2,3,3,3,3,2,2,2,3,2
51306,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51307,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51308,1,4,2,2,2,4,2,3,4,3,3,2,2,2,1,1
51309,1,3,2,2,3,4,4,3,4,3,3,3,3,3,4,2
51310,1,3,3,2,3,4,3,3,3,3,2,3,2,3,3,2
51311,1,1,2,2,2,4,2,1,3,2,2,3,1,2,2,2
51312,1,2,3,3,4,4,4,3,4,4,3,3,4,4,3,3
51313,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
51314,1,3,2,2,1,4,2,3,4,3,1,2,1,1,2,1
51315,1,3,2,2,2,4,3,4,4,4,1,2,1,1,2,2
51316,2,3,3,3,3,4,4,3,4,3,2,1,2,1,2,2
51317,1,2,3,2,3,3,2,2,3,2,1,1,1,2,2,1
51318,1,3,2,2,2,4,2,3,4,3,1,2,2,1,1,2
51319,1,2,2,2,4,2,3,4,4,3,2,2,2,2,2,3
51320,2,1,2,2,2,2,2,3,3,3,2,2,2,1,2,2
51321,1,3,3,2,3,4,4,3,4,3,2,2,2,2,2,2
51322,2,3,3,2,3,4,2,2,2,1,1,1,1,2,1,2
51323,1,3,2,1,2,4,2,3,4,3,1,2,1,1,2,2
51324,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51325,2,4,3,3,3,4,3,4,4,3,3,3,3,3,3,3
51326,1,2,3,2,2,4,3,3,4,3,2,2,2,2,2,2
51327,1,1,3,1,2,4,2,2,3,2,1,1,2,1,2,1
51328,1,3,2,2,1,2,2,2,3,2,1,2,1,1,2,1
51329,2,4,3,3,3,4,3,4,4,4,3,3,4,4,4,3
51330,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51331,1,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2
51332,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3
51333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51334,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51335,2,3,3,3,2,4,3,3,4,3,3,2,4,3,3,3
51336,2,2,2,2,2,4,3,3,4,3,2,2,2,2,3,2
51337,2,3,2,2,2,4,3,3,4,3,3,3,3,3,3,4
51338,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51339,1,2,4,3,2,3,1,2,4,2,1,2,1,2,2,1
51340,1,3,2,2,2,4,3,3,3,3,2,1,2,1,2,1
51341,1,2,3,2,2,3,2,2,2,2,2,2,1,1,2,1
51342,1,3,2,1,2,3,2,1,2,2,1,2,2,1,2,1
51343,1,3,2,2,4,3,2,3,2,2,2,2,1,2,1,1
51344,1,2,2,2,1,3,2,2,3,3,2,1,2,2,2,1
51345,1,2,3,3,2,3,2,2,4,2,2,3,1,2,2,1
51346,1,3,2,2,2,4,3,3,4,3,1,1,2,1,2,2
51347,1,2,3,3,2,4,3,2,2,2,1,2,2,2,1,1
51348,1,3,2,3,1,4,3,3,3,3,2,2,2,2,2,3
51349,1,3,2,2,3,3,3,3,3,3,1,1,1,1,1,2
51350,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2
51351,1,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2
51352,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51353,2,2,2,2,2,3,2,2,3,2,1,1,1,1,1,1
51354,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2
51355,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51356,2,3,2,2,2,4,2,2,4,2,2,2,2,2,2,2
51357,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2
51358,2,4,2,2,2,4,4,2,4,2,2,2,4,4,4,4
51359,1,1,1,1,3,1,2,2,3,2,1,1,1,2,1,2
51360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51361,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51362,1,2,2,2,2,4,2,2,1,2,2,1,3,2,3,3
51363,1,2,2,2,3,3,2,4,3,2,1,2,2,3,2,2
51364,1,2,1,1,2,2,2,2,4,2,2,1,2,2,2,2
51365,1,2,1,1,2,2,2,2,3,2,2,2,2,1,3,2
51366,1,2,1,1,2,2,2,2,4,2,2,2,2,2,2,2
51367,1,2,2,2,2,3,2,2,2,3,2,1,2,1,2,2
51368,1,2,1,1,2,2,1,1,4,3,2,2,2,1,2,1
51369,1,2,1,1,3,4,4,3,4,3,1,1,1,4,4,4
51370,1,3,2,2,3,4,2,3,3,3,3,3,1,3,2,3
51371,2,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3
51372,1,2,2,2,2,2,2,3,4,3,2,1,2,1,2,2
51373,1,1,1,1,3,1,1,1,1,1,2,1,2,2,1,4
51374,2,2,1,3,4,4,2,2,2,1,1,1,1,3,3,3
51375,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51376,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2
51377,2,1,1,1,4,4,4,4,4,4,1,2,1,3,2,2
51378,1,3,1,2,3,3,2,2,2,2,2,2,2,3,3,3
51379,1,3,2,1,3,3,2,3,3,3,3,2,3,3,3,3
51380,2,2,3,3,3,3,2,3,3,3,2,1,2,2,2,2
51381,1,3,2,1,3,3,2,2,3,3,3,2,3,3,3,3
51382,1,3,2,1,3,3,2,2,2,2,2,2,3,3,3,3
51383,1,2,3,3,1,3,2,3,3,4,2,3,1,1,2,1
51384,1,2,3,3,3,3,3,3,4,4,4,4,2,1,2,1
51385,1,2,1,1,3,3,3,3,3,3,3,1,1,1,1,1
51386,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3
51387,2,2,2,2,2,3,2,4,3,3,2,2,2,2,3,3
51388,1,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1
51389,1,3,4,3,3,3,3,3,4,3,4,3,4,3,2,3
51390,2,3,3,1,3,2,4,1,3,2,1,3,2,1,2,2
51391,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2
51392,2,2,1,1,4,4,4,1,1,1,1,1,1,1,3,3
51393,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
51394,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51395,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
51396,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
51397,2,2,3,3,3,3,3,2,2,3,3,3,2,2,3,3
