,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123
51398,2,2,3,3,3,2,2,3,3,3,3,3,2,2,2,3
51399,1,2,2,2,2,3,2,2,3,3,2,1,2,2,3,2
51400,1,2,3,3,1,3,4,4,4,4,2,1,1,1,1,1
51401,1,1,1,1,1,4,2,3,2,1,1,1,1,1,2,1
51402,1,3,3,3,4,4,1,3,3,3,3,3,1,1,1,1
51403,2,3,3,3,3,3,3,4,4,4,3,2,2,1,4,4
51404,1,2,2,2,3,3,3,3,3,3,3,1,1,1,1,3
51405,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51406,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
51407,1,1,1,1,1,2,2,2,2,3,2,1,2,1,2,2
51408,2,3,1,1,1,4,4,4,4,4,4,1,1,1,1,1
51409,4,3,3,3,4,4,4,4,4,4,3,3,4,2,4,4
51410,2,4,3,3,4,3,3,4,4,4,4,2,4,2,3,4
51411,1,2,2,2,2,3,2,3,3,3,2,2,2,2,2,3
51412,1,1,1,2,2,3,2,2,2,2,1,2,2,2,2,3
51413,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2
51414,1,2,3,2,3,3,2,2,2,3,2,2,2,2,2,2
51415,1,2,2,2,2,2,1,2,3,2,1,2,2,1,2,2
51416,1,2,1,1,2,2,2,2,4,2,2,2,2,2,2,2
51417,1,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3
51418,1,2,2,1,3,3,4,4,4,4,1,1,1,1,1,4
51419,1,3,3,2,3,3,3,3,3,3,3,3,2,1,1,1
51420,1,2,2,2,2,2,2,3,2,3,4,3,2,1,2,3
51421,1,2,2,2,3,1,3,1,2,2,2,1,2,2,2,2
51422,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3
51423,1,2,3,3,4,4,4,4,4,4,4,3,3,1,3,3
51424,1,2,2,2,3,3,2,2,4,3,3,1,2,2,3,3
51425,1,2,2,2,3,3,2,3,3,3,2,1,2,2,3,2
51426,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
51427,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2
51428,1,2,2,2,2,3,3,1,3,2,2,1,2,2,2,2
51429,1,2,1,2,2,2,2,1,1,2,1,1,3,2,2,2
51430,1,1,1,1,2,3,2,1,3,3,1,2,2,2,2,3
51431,1,3,3,3,3,4,4,2,2,2,4,3,1,1,3,3
51432,2,1,2,3,2,3,4,2,1,1,1,1,2,1,1,1
51433,1,2,2,2,2,3,2,2,2,3,3,3,1,2,3,3
51434,1,2,2,2,3,3,3,3,4,3,1,2,3,2,3,3
51435,1,2,2,2,2,2,2,3,3,3,3,1,1,2,4,4
51436,1,3,3,2,3,4,4,3,4,4,1,1,2,1,3,2
51437,2,4,3,3,3,4,4,3,3,3,2,2,2,2,2,3
51438,2,3,3,3,2,3,1,3,2,2,2,1,2,1,3,4
51439,1,1,1,1,1,3,2,2,2,2,2,2,1,1,2,2
51440,1,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2
51441,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3
51442,1,2,2,3,3,3,3,3,2,2,2,3,3,3,2,2
51443,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3
51444,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,2
51445,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
51446,2,3,2,2,3,3,3,3,3,3,2,2,2,2,3,3
51447,1,2,3,1,3,3,3,4,4,4,4,3,3,3,4,4
51448,1,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2
51449,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3
51450,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3
51451,2,2,3,3,3,4,3,2,3,3,3,2,3,3,2,2
51452,1,2,2,1,1,3,2,2,3,2,2,1,2,1,3,1
51453,1,2,2,2,3,2,2,3,3,2,3,1,2,3,4,3
51454,1,1,1,1,3,3,2,2,1,1,1,1,1,1,2,3
51455,1,2,1,1,2,3,2,2,2,2,1,1,2,2,2,3
51456,1,2,1,1,2,3,2,1,2,2,2,1,1,1,2,3
51457,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,1
51458,1,2,2,2,2,3,2,2,3,3,3,1,2,1,3,2
51459,1,2,2,1,2,4,3,2,3,3,2,1,2,1,3,2
51460,1,2,2,2,3,2,1,1,2,2,1,1,2,2,1,1
51461,1,2,2,2,1,3,2,2,3,2,2,2,3,2,2,2
51462,1,1,1,1,2,3,2,2,2,1,1,1,1,1,2,2
51463,1,2,2,1,1,2,1,2,1,2,2,2,1,1,2,2
51464,1,1,1,1,3,2,2,1,2,1,1,2,2,1,1,2
51465,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1
51466,1,1,2,1,3,3,3,2,3,3,2,1,1,1,2,1
51467,1,1,2,2,2,3,3,2,3,3,2,1,1,1,2,2
51468,1,1,1,1,2,3,3,2,3,3,2,1,1,1,3,1
51469,1,1,1,1,2,3,3,2,3,3,2,1,1,1,2,2
51470,1,2,2,2,3,2,1,1,2,2,1,1,2,2,2,1
51471,1,2,2,2,1,3,1,1,2,2,1,2,1,2,2,1
51472,1,2,2,2,1,4,2,2,2,2,1,2,1,1,2,2
51473,1,1,2,1,2,3,1,2,2,1,2,1,2,1,2,1
51474,1,1,2,1,2,3,2,2,3,3,3,2,2,2,3,3
51475,1,1,1,1,2,2,2,2,3,2,2,1,2,1,2,2
51476,1,2,1,1,3,3,2,2,3,2,2,1,1,1,2,2
51477,1,3,1,1,3,4,2,2,3,2,2,1,2,1,2,2
51478,1,1,1,1,1,3,2,2,3,2,2,1,2,2,3,2
51479,1,2,1,1,2,3,2,2,2,2,1,1,2,1,2,1
51480,1,2,2,1,3,3,2,2,3,2,1,1,1,1,2,2
51481,1,2,2,3,3,2,1,1,2,1,1,2,1,1,2,1
51482,1,2,2,1,3,2,1,1,2,1,2,1,2,1,3,2
51483,1,2,2,3,2,1,1,2,1,2,2,2,1,1,1,3
51484,1,2,2,3,3,2,1,1,2,1,1,2,1,1,2,1
51485,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2
51486,1,2,2,3,2,1,1,2,1,2,2,2,1,1,1,3
51487,1,1,2,1,3,4,3,2,3,3,3,2,3,2,3,1
51488,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2
51489,1,2,2,2,3,3,3,2,3,3,3,2,2,2,3,3
51490,1,2,2,1,3,3,2,3,3,3,3,2,3,2,3,1
51491,1,2,2,1,3,3,2,2,3,3,3,1,2,1,3,2
51492,1,2,2,1,2,2,2,1,2,2,1,2,1,1,1,3
51493,1,2,2,1,2,3,2,2,3,2,3,1,2,2,3,3
51494,1,2,1,1,3,2,2,1,2,2,1,1,1,1,2,2
51495,1,2,2,1,3,2,1,1,2,1,2,1,2,1,3,2
51496,1,2,1,3,3,2,2,1,2,2,1,1,1,2,2,2
51497,1,2,2,1,3,2,2,1,2,1,1,1,1,1,1,3
51498,1,2,3,2,1,2,3,1,2,2,3,3,2,2,4,2
51499,1,2,3,2,1,3,1,1,4,2,2,2,3,2,4,2
51500,1,1,2,2,3,4,2,3,3,3,3,2,2,2,3,1
51501,1,2,3,2,2,2,3,1,2,2,3,3,2,2,4,2
51502,1,1,2,2,3,4,2,2,3,3,2,1,1,1,3,1
51503,1,1,2,1,2,4,2,2,3,3,1,2,2,2,3,1
51504,1,2,2,2,2,1,1,1,2,2,2,1,1,3,3,3
51505,1,2,3,1,3,1,2,2,3,3,2,2,4,2,3,2
51506,1,2,2,1,1,1,2,1,2,1,2,1,1,1,2,2
51507,1,1,1,2,3,4,2,3,3,3,3,1,1,2,3,2
51508,1,2,2,1,3,4,2,2,3,3,2,1,1,1,3,3
51509,1,2,2,1,3,2,3,3,3,3,1,1,1,1,3,2
51510,1,3,2,1,1,3,2,3,3,3,3,3,1,1,1,2
51511,1,2,3,2,3,3,3,3,3,3,3,2,3,2,3,3
51512,1,2,3,2,3,3,3,3,3,3,3,2,3,3,3,2
51513,1,2,3,2,3,3,3,2,3,3,2,2,3,2,3,3
51514,2,2,2,2,2,3,3,2,3,2,2,1,2,2,3,3
51515,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2
51516,1,2,2,2,2,3,3,3,3,3,2,2,2,2,3,3
51517,1,2,3,1,3,3,3,3,3,3,3,3,2,1,2,3
51518,1,3,3,1,2,2,1,3,3,2,3,1,2,1,2,3
51519,1,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2
51520,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2
51521,1,2,2,1,1,3,3,3,4,3,3,2,2,2,2,1
51522,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1
51523,1,3,2,1,3,3,3,3,2,2,2,1,3,1,3,3
51524,1,3,3,1,3,3,3,2,3,3,3,3,2,1,3,3
51525,1,2,3,3,3,3,4,2,4,3,4,4,2,3,4,3
51526,1,2,2,3,2,2,3,3,2,3,3,3,2,2,2,2
51527,1,3,3,1,3,3,3,3,3,2,3,3,3,1,1,1
51528,1,2,2,2,3,3,3,2,2,3,2,2,2,2,3,3
51529,1,2,3,2,3,2,2,2,3,3,3,2,2,2,3,3
51530,1,2,2,2,3,3,3,2,3,3,3,2,3,2,3,3
51531,1,2,3,2,3,2,2,2,2,2,2,2,2,2,3,3
51532,1,2,3,2,3,3,2,3,3,3,3,2,2,2,3,3
51533,1,2,3,2,3,3,2,2,2,2,2,2,2,2,3,3
51534,2,1,2,3,2,3,3,2,3,3,3,3,2,2,2,3
51535,1,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3
51536,1,2,2,2,2,3,3,2,2,2,2,2,2,2,4,4
51537,1,2,2,2,3,3,3,3,3,3,2,2,2,2,3,3
51538,1,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3
51539,1,2,3,1,3,3,3,3,3,3,3,3,3,3,2,2
51540,1,3,2,1,3,3,3,2,3,3,3,1,2,2,2,1
51541,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
51542,1,3,3,1,3,1,3,3,3,2,1,2,3,3,3,3
51543,1,3,2,2,3,2,2,3,3,3,2,2,1,1,1,2
51544,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3
51545,1,3,3,2,3,3,3,2,3,3,3,1,2,1,3,2
51546,1,3,3,3,2,3,3,3,4,4,3,4,2,1,2,2
51547,1,3,2,1,3,3,3,3,3,3,3,3,3,3,2,2
51548,1,2,3,2,3,3,3,2,3,2,2,2,2,2,3,3
51549,1,3,2,1,1,2,2,2,3,3,2,1,1,1,2,2
51550,1,3,2,1,2,2,2,3,3,3,2,2,3,2,2,2
51551,1,2,2,2,3,3,3,3,3,3,3,2,2,2,3,3
51552,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
51553,1,2,3,2,2,3,3,2,2,2,2,2,2,2,3,3
51554,1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3
51555,1,2,2,1,3,3,3,3,2,2,2,2,2,1,1,1
51556,1,2,2,1,2,2,3,3,3,3,3,3,3,3,2,3
51557,1,3,2,2,3,2,2,3,3,3,3,2,3,3,2,2
51558,1,3,2,1,2,3,4,3,3,3,3,2,3,1,2,2
51559,1,2,2,2,2,3,1,2,2,2,2,3,2,2,3,2
51560,1,3,1,1,3,3,3,4,2,3,3,2,3,1,2,2
51561,1,2,3,2,2,2,2,2,3,1,2,2,2,2,3,3
51562,1,3,2,1,2,2,2,3,2,2,2,2,3,3,3,2
51563,1,3,2,1,3,3,3,3,2,3,3,3,3,2,3,3
51564,2,2,3,3,3,3,3,4,4,3,3,3,2,3,4,4
51565,1,2,3,1,1,3,3,3,4,3,3,2,2,1,2,2
51566,1,3,2,1,1,3,3,3,2,3,3,2,1,1,1,3
51567,1,2,3,3,3,1,2,2,2,2,2,2,3,2,2,3
51568,1,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3
51569,2,3,1,3,1,2,3,1,2,4,3,1,2,3,1,4
51570,2,3,2,1,2,3,3,2,2,3,4,3,3,2,2,3
51571,2,3,3,2,3,4,2,3,3,3,2,2,2,1,2,3
51572,1,3,1,2,2,1,1,2,4,1,2,2,2,1,3,2
51573,1,2,3,2,2,3,2,2,1,2,2,3,2,2,1,3
51574,1,2,3,2,1,1,1,4,3,2,1,1,1,1,2,3
51575,1,2,2,2,2,2,2,3,4,4,3,3,3,2,2,2
51576,2,2,2,3,2,3,3,3,3,2,2,2,2,2,2,2
51577,3,2,1,3,2,2,3,2,1,2,3,3,4,2,3,1
51578,1,2,1,3,2,1,1,1,2,3,3,3,2,1,2,3
51579,1,1,3,2,1,3,2,1,2,3,1,2,1,2,3,2
51580,2,1,3,1,2,3,2,2,3,1,3,1,2,1,1,3
51581,1,2,3,2,2,4,3,2,4,1,3,4,2,1,3,2
51582,2,1,3,2,1,4,3,2,4,3,2,1,4,2,1,3
51583,2,3,4,1,3,2,3,3,4,3,2,1,2,3,3,3
51584,2,3,2,3,2,2,1,2,4,2,1,2,3,3,2,2
51585,2,1,2,3,3,4,3,2,1,2,3,3,2,2,3,4
51586,1,3,2,2,3,1,2,2,1,2,3,2,1,2,3,3
51587,1,3,1,1,3,2,1,1,2,3,2,1,1,2,3,3
51588,1,3,1,1,3,2,3,1,1,2,3,2,1,1,2,3
51589,2,1,1,2,2,1,2,3,2,2,1,1,2,3,3,2
51590,2,1,1,2,2,3,3,2,1,2,2,3,3,2,1,1
51591,2,3,1,3,3,4,2,3,3,2,2,3,3,2,2,3
51592,2,3,3,3,2,2,1,2,3,2,2,3,3,2,1,2
51593,2,3,2,2,1,2,3,2,2,3,2,1,2,3,4,3
51594,1,2,3,2,1,1,2,2,3,2,1,2,3,3,4,2
51595,1,2,1,2,3,3,2,3,1,2,1,2,3,2,1,3
51596,1,2,3,1,2,2,1,3,3,1,3,1,3,2,1,3
51597,1,2,3,1,2,2,1,3,3,3,1,2,2,1,3,2
51598,1,2,3,3,2,1,2,2,3,1,2,3,4,1,2,4
51599,2,1,1,3,2,3,1,3,4,2,3,2,1,4,1,3
51600,1,2,3,1,3,1,1,2,3,2,3,1,3,2,3,2
51601,1,2,2,1,3,1,1,2,2,3,2,3,1,2,3,2
51602,1,2,3,3,3,3,1,3,3,2,3,2,2,2,2,3
51603,3,3,3,2,2,2,2,3,3,1,4,2,3,1,3,3
51604,1,2,3,2,4,3,3,4,3,4,3,2,3,3,4,2
51605,1,2,1,2,3,1,2,3,1,2,1,2,3,2,1,2
51606,3,2,3,2,3,3,4,3,3,4,3,1,3,3,1,2
51607,1,2,2,2,2,4,3,2,3,4,3,3,2,2,3,3
51608,3,2,3,2,3,3,4,3,3,4,3,1,2,2,1,2
51609,1,2,3,2,3,4,3,3,3,4,3,2,2,3,1,2
51610,1,2,2,4,2,2,1,2,3,4,3,3,2,3,3,3
51611,1,2,1,3,2,2,1,2,3,1,3,3,2,2,1,3
51612,1,2,2,1,3,4,2,3,1,4,3,2,3,2,3,1
51613,1,1,1,1,2,1,1,4,4,4,1,1,1,1,2,3
51614,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51615,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,1
51616,1,3,1,1,3,4,4,3,1,4,1,1,1,1,1,1
51617,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51618,1,1,2,2,3,3,3,2,2,3,2,2,2,2,2,2
51619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51620,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51621,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,4
51622,1,1,1,1,1,4,1,4,2,1,1,1,1,1,1,1
51623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51624,1,1,1,1,1,2,2,3,2,3,3,4,4,2,2,2
51625,1,1,2,3,1,1,1,1,1,1,2,1,1,1,3,2
51626,1,1,1,1,1,2,1,4,3,1,1,1,1,1,1,2
51627,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1
51628,1,3,2,1,1,1,1,3,2,3,1,1,1,1,1,1
51629,1,1,1,1,1,1,4,2,3,1,3,2,2,3,3,3
51630,1,1,1,1,1,1,1,3,2,3,2,1,1,1,1,1
51631,1,1,2,2,2,1,1,1,2,3,1,2,1,1,1,2
51632,1,1,1,1,1,1,2,2,4,4,4,2,3,3,2,2
51633,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51634,1,2,3,3,4,3,3,2,2,2,2,2,2,2,3,3
51635,1,2,3,1,2,1,2,1,2,1,2,1,2,2,3,2
51636,4,4,4,1,2,4,3,2,3,3,3,2,3,2,3,1
51637,1,2,1,1,1,2,1,3,2,2,1,1,1,1,1,1
51638,1,3,3,3,3,3,3,3,1,4,4,1,1,1,1,1
51639,1,1,2,3,4,3,4,4,4,4,3,1,3,3,4,1
51640,2,2,3,3,2,2,2,3,2,1,2,3,2,4,2,3
51641,1,2,3,3,2,2,2,3,2,3,2,1,2,1,3,2
51642,1,2,3,3,2,2,2,3,2,3,2,1,2,1,3,2
51643,1,2,1,1,2,2,1,2,3,2,3,3,1,2,3,2
51644,1,1,1,3,3,1,4,3,2,2,2,2,2,1,1,1
51645,1,1,1,1,1,2,1,2,3,3,2,2,1,1,1,2
51646,1,1,1,1,1,4,1,4,3,4,1,1,2,3,4,1
51647,3,1,1,1,1,3,1,4,4,4,2,1,4,2,4,4
51648,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51649,1,1,1,1,4,4,1,4,4,4,1,1,1,1,4,4
51650,1,3,1,1,3,3,2,1,1,2,1,1,1,2,1,1
51651,1,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3
51652,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3
51653,1,4,3,2,3,4,4,4,4,4,4,2,3,3,3,3
51654,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2
51655,1,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3
51656,1,1,1,1,4,1,3,4,4,1,4,4,4,4,4,1
51657,1,1,4,4,2,3,3,4,2,2,3,3,3,1,3,3
51658,1,1,1,1,1,4,1,4,4,3,1,1,1,3,4,4
51659,1,1,1,1,1,1,1,3,3,2,3,4,1,2,1,2
51660,2,2,1,1,4,3,2,1,2,2,3,2,2,1,2,2
51661,3,1,2,1,2,2,2,1,2,1,2,1,2,2,1,3
51662,4,1,2,3,1,3,2,2,3,2,2,3,2,2,3,2
51663,1,2,4,1,2,1,2,3,3,2,3,1,1,3,1,1
51664,3,2,1,1,1,2,2,2,2,1,2,3,2,1,1,3
51665,1,1,1,1,1,1,3,4,2,2,2,3,2,2,3,4
51666,1,3,2,2,4,2,3,4,4,3,3,3,3,3,2,3
51667,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
51668,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2
51669,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51671,1,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1
51672,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1
51673,1,2,2,2,2,1,3,4,1,3,4,1,4,2,3,1
51674,1,1,1,1,2,2,3,3,3,4,4,3,2,2,2,4
51675,3,4,3,3,2,4,4,3,4,1,3,3,3,3,2,1
51676,2,3,4,3,2,1,1,1,2,2,1,1,2,2,2,1
51677,4,1,4,1,2,1,2,3,1,2,3,2,1,2,3,2
51678,1,2,2,2,2,3,1,2,2,1,3,4,4,2,1,4
51679,1,2,1,1,2,2,2,3,2,3,1,1,1,1,1,1
51680,1,3,1,1,1,3,3,2,2,2,2,3,3,3,3,2
51681,1,2,1,1,1,2,2,2,3,2,1,1,1,1,1,1
51682,1,3,3,1,1,3,3,2,3,2,2,3,2,3,3,1
51683,1,1,3,1,1,3,3,2,2,2,3,3,3,4,2,1
51684,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1
51685,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1
51686,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51687,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
51688,1,1,1,1,1,1,2,2,2,4,4,1,4,4,1,1
51689,1,2,3,1,1,1,1,1,1,1,2,1,1,2,1,1
51690,1,1,1,1,1,1,1,3,2,3,2,1,2,2,1,3
51691,4,4,1,1,2,2,4,4,1,1,2,2,2,4,4,4
51692,1,2,1,1,2,3,3,2,4,2,2,3,2,4,1,1
51693,2,4,1,1,2,3,2,1,2,4,1,1,1,1,1,1
51694,1,1,1,1,1,1,3,3,4,2,4,4,4,3,2,2
51695,1,2,2,1,1,3,3,4,3,1,2,1,1,1,1,1
51696,1,1,1,2,2,1,1,4,4,1,2,1,2,1,3,4
51697,1,2,2,2,2,2,1,3,4,2,3,2,3,2,3,2
51698,3,1,2,2,1,4,3,4,3,3,3,2,3,1,3,2
51699,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,2
51700,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51701,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51702,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1
51703,1,2,2,2,2,3,2,3,3,3,2,2,2,1,1,2
51704,1,2,2,2,2,2,3,3,3,3,3,2,1,1,2,2
51705,1,2,2,1,1,1,1,3,3,3,1,1,1,1,1,1
51706,1,1,1,1,1,2,1,3,3,3,1,1,1,1,2,2
51707,2,2,2,2,2,3,1,1,1,2,1,1,1,1,2,2
51708,2,3,3,3,3,3,2,3,2,3,3,3,4,4,4,3
51709,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4
51710,2,2,2,2,2,3,3,3,2,2,4,3,3,4,4,3
51711,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51712,2,3,3,4,3,3,4,3,3,3,2,3,3,3,3,3
51713,1,2,2,2,2,3,2,3,2,2,2,2,2,1,1,1
51714,1,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2
51715,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2
51716,3,3,3,3,3,4,4,4,4,3,4,3,4,4,4,3
51717,2,3,2,4,4,2,3,3,3,2,2,3,3,3,3,2
51718,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51719,1,1,1,1,1,2,2,2,2,2,3,3,2,2,2,2
51720,1,2,2,2,2,2,2,3,3,2,1,1,2,2,2,3
51721,1,4,2,2,2,2,2,3,3,3,3,2,2,2,3,2
51722,1,1,1,2,2,2,2,3,3,3,3,2,2,2,2,2
51723,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51724,1,2,3,3,2,3,3,3,3,3,2,2,2,2,2,2
51725,2,2,2,1,2,2,3,3,3,3,2,2,2,2,2,3
51726,1,1,2,2,2,2,3,3,3,3,3,3,2,2,2,2
51727,1,1,2,3,3,3,2,3,3,2,2,2,2,2,3,2
51728,1,2,2,2,2,3,2,3,3,3,2,2,2,2,2,1
51729,1,2,2,2,2,2,3,3,3,3,2,2,1,1,1,1
51730,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51731,1,2,3,3,2,4,2,3,3,3,2,2,1,1,2,1
51732,1,2,2,2,1,3,2,2,2,2,1,1,1,1,2,2
51733,1,2,2,2,2,3,2,3,3,3,2,2,2,2,2,1
51734,1,3,2,2,2,4,3,3,3,3,2,1,1,2,2,1
51735,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
51736,1,2,2,2,3,2,2,2,2,1,1,1,1,1,2,1
51737,1,2,2,2,2,3,2,3,3,3,3,2,2,3,2,2
51738,1,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1
51739,1,2,2,2,2,2,3,3,3,3,2,1,2,2,2,3
51740,2,3,4,4,4,4,4,4,4,4,3,2,3,2,3,3
51741,2,3,3,2,3,4,4,3,3,2,3,4,3,3,3,2
51742,1,2,2,2,3,2,2,2,1,1,2,2,2,1,2,1
51743,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
51744,1,2,2,2,2,2,2,3,3,3,2,1,1,2,2,2
51745,1,2,1,1,1,2,3,3,4,3,2,2,2,2,2,1
51746,1,2,2,2,3,2,2,3,3,2,2,1,1,1,2,1
51747,1,2,3,2,2,3,2,3,3,3,2,1,1,1,2,1
51748,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2
51749,1,2,2,2,2,2,2,3,2,2,2,1,1,2,2,3
51750,1,2,3,2,2,3,2,3,3,3,2,1,1,1,1,1
51751,1,4,4,3,3,4,2,3,3,4,3,3,3,2,3,1
51752,1,2,2,2,3,2,2,2,2,2,2,3,3,3,3,1
51753,2,3,3,4,3,3,3,2,3,3,3,3,3,3,2,1
51754,1,2,2,2,3,2,2,2,2,2,3,3,3,3,3,1
51755,1,2,2,2,2,2,2,3,3,3,2,2,2,1,2,1
51756,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
51757,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51758,1,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2
51759,1,1,2,2,2,2,3,3,3,3,2,1,2,2,2,1
51760,3,3,3,3,3,3,3,3,2,2,3,2,1,2,2,2
51761,1,2,2,2,2,3,3,4,4,3,2,2,2,2,2,2
51762,1,2,2,2,2,2,2,3,3,2,2,1,1,2,2,2
51763,1,1,2,3,3,3,2,3,3,2,2,2,2,2,3,2
51764,1,2,2,2,2,3,2,2,2,2,2,2,1,1,2,2
51765,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,2
51766,1,3,3,3,3,4,4,4,3,3,3,4,2,3,4,3
51767,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
51768,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
51769,1,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2
51770,1,1,2,3,3,3,2,3,3,2,2,2,2,2,3,2
51771,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1
51772,1,2,3,2,2,3,2,3,3,3,1,1,1,1,1,1
51773,1,2,2,2,3,2,2,3,3,3,3,3,2,2,3,1
51774,1,3,3,3,3,4,4,4,4,4,4,3,3,4,3,2
51775,1,2,1,1,2,2,3,3,3,2,2,1,3,3,2,2
51776,1,2,2,3,2,3,2,3,3,3,2,2,3,1,1,2
51777,1,3,3,3,3,3,1,2,2,1,1,1,1,1,1,1
51778,1,2,2,2,2,3,3,3,3,3,2,2,2,3,2,2
51779,1,2,2,2,2,2,3,3,4,3,2,2,2,2,2,1
51780,1,2,2,3,2,3,2,3,1,2,3,2,2,2,3,3
51781,1,2,2,2,2,2,3,4,2,3,2,2,2,2,2,3
51782,1,2,2,2,2,2,3,3,3,3,2,2,2,2,2,1
51783,1,2,3,3,3,4,4,4,4,4,4,3,3,4,4,1
51784,1,2,2,2,3,2,2,3,3,2,2,1,2,1,2,2
51785,1,3,4,4,4,3,4,4,4,4,2,2,4,2,4,4
51786,1,4,4,3,4,2,4,4,4,4,4,3,4,3,4,4
51787,1,1,2,1,2,1,1,1,2,1,2,2,2,1,2,1
51788,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1
51789,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
51790,2,2,2,2,3,4,3,2,2,2,2,2,2,2,2,2
51791,1,2,3,2,2,2,2,3,2,2,2,2,3,2,1,1
51792,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51793,1,2,3,1,2,4,3,3,3,3,2,1,1,1,1,1
51794,2,3,3,2,3,3,3,3,3,3,2,3,3,2,2,2
51795,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2
